date,close
2019-07-25,122.88
2019-07-26,123.04
2019-07-29,123.2
2019-07-30,123.35
2019-07-31,123.51
2019-08-01,123.67
2019-08-02,123.82
2019-08-05,123.98
2019-08-06,124.14
2019-08-07,124.29
2019-08-08,124.45
2019-08-09,124.61
2019-08-12,124.76
2019-08-13,124.92
2019-08-14,125.08
2019-08-15,125.24
2019-08-16,125.39
2019-08-19,125.55
2019-08-20,125.71
2019-08-21,125.86
2019-08-22,126.02
2019-08-23,126.18
2019-08-26,126.33
2019-08-27,126.49
2019-08-28,126.65
2019-08-29,126.8
2019-08-30,126.96
2019-09-02,127.12
2019-09-03,127.27
2019-09-04,127.43
2019-09-05,127.59
2019-09-06,127.74
2019-09-09,127.9
2019-09-10,128.06
2019-09-11,128.21
2019-09-12,128.37
2019-09-13,128.53
2019-09-16,128.68
2019-09-17,128.84
2019-09-18,129.0
2019-09-19,129.15
2019-09-20,129.31
2019-09-23,129.47
2019-09-24,129.62
2019-09-25,129.78
2019-09-26,129.94
2019-09-27,130.09
2019-09-30,130.25
2019-10-01,130.41
2019-10-02,130.56
2019-10-03,130.72
2019-10-04,130.88
2019-10-07,131.03
2019-10-08,131.19
2019-10-09,131.35
2019-10-10,131.5
2019-10-11,131.66
2019-10-14,131.82
2019-10-15,131.97
2019-10-16,132.13
2019-10-17,132.29
2019-10-18,132.45
2019-10-21,132.6
2019-10-22,132.76
2019-10-23,132.92
2019-10-24,133.07
2019-10-25,133.23
2019-10-28,133.39
2019-10-29,133.54
2019-10-30,133.7
2019-10-31,133.86
2019-11-01,134.01
2019-11-04,134.17
2019-11-05,134.33
2019-11-06,134.48
2019-11-07,134.64
2019-11-08,134.8
2019-11-11,134.95
2019-11-12,135.11
2019-11-13,135.27
2019-11-14,135.42
2019-11-15,135.58
2019-11-18,135.74
2019-11-19,135.89
2019-11-20,136.05
2019-11-21,136.21
2019-11-22,136.36
2019-11-25,136.52
2019-11-26,136.68
2019-11-27,136.83
2019-11-28,136.99
2019-11-29,137.15
2019-12-02,137.3
2019-12-03,137.46
2019-12-04,137.62
2019-12-05,137.77
2019-12-06,137.93
2019-12-09,138.09
2019-12-10,138.24
2019-12-11,138.4
2019-12-12,138.56
2019-12-13,138.71
2019-12-16,138.87
2019-12-17,139.03
2019-12-18,139.18
2019-12-19,139.34
2019-12-20,139.5
2019-12-23,139.66
2019-12-24,139.81
2019-12-25,139.97
2019-12-26,140.13
2019-12-27,140.28
2019-12-30,140.44
2019-12-31,140.6
2020-01-01,140.75
2020-01-02,140.91
2020-01-03,141.07
2020-01-06,141.22
2020-01-07,141.38
2020-01-08,141.54
2020-01-09,141.69
2020-01-10,141.85
2020-01-13,142.01
2020-01-14,142.16
2020-01-15,142.32
2020-01-16,142.48
2020-01-17,142.63
2020-01-20,142.79
2020-01-21,142.95
2020-01-22,143.1
2020-01-23,143.26
2020-01-24,143.42
2020-01-27,143.57
2020-01-28,143.73
2020-01-29,143.89
2020-01-30,144.04
2020-01-31,144.2
2020-02-03,144.36
2020-02-04,144.51
2020-02-05,144.67
2020-02-06,144.83
2020-02-07,144.98
2020-02-10,145.14
2020-02-11,145.3
2020-02-12,145.45
2020-02-13,145.61
2020-02-14,145.77
2020-02-17,145.92
2020-02-18,146.08
2020-02-19,146.24
2020-02-20,146.39
2020-02-21,146.55
2020-02-24,146.71
2020-02-25,146.87
2020-02-26,147.02
2020-02-27,147.18
2020-02-28,147.34
2020-03-02,147.49
2020-03-03,147.65
2020-03-04,147.81
2020-03-05,147.96
2020-03-06,148.12
2020-03-09,148.28
2020-03-10,148.43
2020-03-11,148.59
2020-03-12,148.75
2020-03-13,148.9
2020-03-16,149.06
2020-03-17,149.22
2020-03-18,149.37
2020-03-19,149.53
2020-03-20,149.69
2020-03-23,149.84
2020-03-24,150.0
