date,open,high,low,close,volume,value
2019-05-10,163.94,167.22,160.66,163.94,5000.0,20000000000.0
2019-05-13,164.63,167.93,161.34,164.63,5000.0,20000000000.0
2019-05-14,165.33,168.63,162.02,165.33,5000.0,20000000000.0
2019-05-15,166.02,169.34,162.7,166.02,5000.0,20000000000.0
2019-05-16,166.72,170.05,163.38,166.72,5000.0,20000000000.0
2019-05-17,167.41,170.76,164.06,167.41,5000.0,20000000000.0
2019-05-20,168.11,171.47,164.75,168.11,5000.0,20000000000.0
2019-05-21,168.8,172.18,165.43,168.8,5000.0,20000000000.0
2019-05-22,169.5,172.89,166.11,169.5,5000.0,20000000000.0
2019-05-23,170.19,173.6,166.79,170.19,5000.0,20000000000.0
2019-05-24,170.89,174.31,167.47,170.89,5000.0,20000000000.0
2019-05-27,171.58,175.01,168.15,171.58,5000.0,20000000000.0
2019-05-28,172.28,175.72,168.83,172.28,5000.0,20000000000.0
2019-05-29,172.97,176.43,169.51,172.97,5000.0,20000000000.0
2019-05-30,173.67,177.14,170.19,173.67,5000.0,20000000000.0
2019-05-31,174.36,177.85,170.88,174.36,5000.0,20000000000.0
2019-06-03,175.06,178.56,171.56,175.06,5000.0,20000000000.0
2019-06-04,175.75,179.27,172.24,175.75,5000.0,20000000000.0
2019-06-05,176.45,179.98,172.92,176.45,5000.0,20000000000.0
2019-06-06,177.14,180.69,173.6,177.14,5000.0,20000000000.0
2019-06-07,177.84,181.39,174.28,177.84,5000.0,20000000000.0
2019-06-10,178.53,182.1,174.96,178.53,5000.0,20000000000.0
2019-06-11,179.23,182.81,175.64,179.23,5000.0,20000000000.0
2019-06-12,179.92,183.52,176.32,179.92,5000.0,20000000000.0
2019-06-13,180.62,184.23,177.01,180.62,5000.0,20000000000.0
2019-06-14,181.31,184.94,177.69,181.31,5000.0,20000000000.0
2019-06-17,182.01,185.65,178.37,182.01,5000.0,20000000000.0
2019-06-18,182.7,186.36,179.05,182.7,5000.0,20000000000.0
2019-06-19,183.4,187.07,179.73,183.4,5000.0,20000000000.0
2019-06-20,184.09,187.77,180.41,184.09,5000.0,20000000000.0
2019-06-21,184.79,188.48,181.09,184.79,5000.0,20000000000.0
2019-06-24,185.48,189.19,181.77,185.48,5000.0,20000000000.0
2019-06-25,186.18,189.9,182.45,186.18,5000.0,20000000000.0
2019-06-26,186.87,190.61,183.14,186.87,5000.0,20000000000.0
2019-06-27,187.57,191.32,183.82,187.57,5000.0,20000000000.0
2019-06-28,188.26,192.03,184.5,188.26,5000.0,20000000000.0
2019-07-01,188.96,192.74,185.18,188.96,5000.0,20000000000.0
2019-07-02,189.65,193.45,185.86,189.65,5000.0,20000000000.0
2019-07-03,190.35,194.15,186.54,190.35,5000.0,20000000000.0
2019-07-04,191.04,194.86,187.22,191.04,5000.0,20000000000.0
2019-07-05,191.74,195.57,187.9,191.74,5000.0,20000000000.0
2019-07-08,192.43,196.28,188.58,192.43,5000.0,20000000000.0
2019-07-09,193.13,196.99,189.26,193.13,5000.0,20000000000.0
2019-07-10,193.82,197.7,189.95,193.82,5000.0,20000000000.0
2019-07-11,194.52,198.41,190.63,194.52,5000.0,20000000000.0
2019-07-12,195.21,199.12,191.31,195.21,5000.0,20000000000.0
2019-07-15,195.91,199.83,191.99,195.91,5000.0,20000000000.0
2019-07-16,196.6,200.53,192.67,196.6,5000.0,20000000000.0
2019-07-17,197.3,201.24,193.35,197.3,5000.0,20000000000.0
2019-07-18,197.99,201.95,194.03,197.99,5000.0,20000000000.0
2019-07-19,198.69,202.66,194.71,198.69,5000.0,20000000000.0
2019-07-22,199.38,203.37,195.39,199.38,5000.0,20000000000.0
2019-07-23,200.08,204.08,196.08,200.08,5000.0,20000000000.0
2019-07-24,200.77,204.79,196.76,200.77,5000.0,20000000000.0
2019-07-25,201.47,205.5,197.44,201.47,5000.0,20000000000.0
2019-07-26,202.16,206.21,198.12,202.16,5000.0,20000000000.0
2019-07-29,202.86,206.91,198.8,202.86,5000.0,20000000000.0
2019-07-30,203.55,207.62,199.48,203.55,5000.0,20000000000.0
2019-07-31,204.25,208.33,200.16,204.25,5000.0,20000000000.0
2019-08-01,204.94,209.04,200.84,204.94,5000.0,20000000000.0
2019-08-02,205.64,209.75,201.52,205.64,5000.0,20000000000.0
2019-08-05,206.33,210.46,202.21,206.33,5000.0,20000000000.0
2019-08-06,207.03,211.17,202.89,207.03,5000.0,20000000000.0
2019-08-07,207.72,211.88,203.57,207.72,5000.0,20000000000.0
2019-08-08,208.42,212.59,204.25,208.42,5000.0,20000000000.0
2019-08-09,209.11,213.29,204.93,209.11,5000.0,20000000000.0
2019-08-12,209.81,214.0,205.61,209.81,5000.0,20000000000.0
2019-08-13,210.5,214.71,206.29,210.5,5000.0,20000000000.0
2019-08-14,211.2,215.42,206.97,211.2,5000.0,20000000000.0
2019-08-15,211.89,216.13,207.65,211.89,5000.0,20000000000.0
2019-08-16,212.59,216.84,208.34,212.59,5000.0,20000000000.0
2019-08-19,213.28,217.55,209.02,213.28,5000.0,20000000000.0
2019-08-20,213.98,218.26,209.7,213.98,5000.0,20000000000.0
2019-08-21,214.67,218.97,210.38,214.67,5000.0,20000000000.0
2019-08-22,215.37,219.67,211.06,215.37,5000.0,20000000000.0
2019-08-23,216.06,220.38,211.74,216.06,5000.0,20000000000.0
2019-08-26,216.76,221.09,212.42,216.76,5000.0,20000000000.0
2019-08-27,217.45,221.8,213.1,217.45,5000.0,20000000000.0
2019-08-28,218.15,222.51,213.78,218.15,5000.0,20000000000.0
2019-08-29,218.84,223.22,214.46,218.84,5000.0,20000000000.0
2019-08-30,219.54,223.93,215.15,219.54,5000.0,20000000000.0
2019-09-02,220.23,224.64,215.83,220.23,5000.0,20000000000.0
2019-09-03,220.93,225.35,216.51,220.93,5000.0,20000000000.0
2019-09-04,221.62,226.05,217.19,221.62,5000.0,20000000000.0
2019-09-05,222.32,226.76,217.87,222.32,5000.0,20000000000.0
2019-09-06,223.01,227.47,218.55,223.01,5000.0,20000000000.0
2019-09-09,223.71,228.18,219.23,223.71,5000.0,20000000000.0
2019-09-10,224.4,228.89,219.91,224.4,5000.0,20000000000.0
2019-09-11,225.1,229.6,220.59,225.1,5000.0,20000000000.0
2019-09-12,225.79,230.31,221.28,225.79,5000.0,20000000000.0
2019-09-13,226.49,231.02,221.96,226.49,5000.0,20000000000.0
2019-09-16,227.18,231.73,222.64,227.18,5000.0,20000000000.0
2019-09-17,227.88,232.43,223.32,227.88,5000.0,20000000000.0
2019-09-18,228.57,233.14,224.0,228.57,5000.0,20000000000.0
2019-09-19,229.27,233.85,224.68,229.27,5000.0,20000000000.0
2019-09-20,229.96,234.56,225.36,229.96,5000.0,20000000000.0
2019-09-23,230.66,235.27,226.04,230.66,5000.0,20000000000.0
2019-09-24,231.35,235.98,226.72,231.35,5000.0,20000000000.0
2019-09-25,232.05,236.69,227.41,232.05,5000.0,20000000000.0
2019-09-26,232.74,237.4,228.09,232.74,5000.0,20000000000.0
2019-09-27,233.44,238.11,228.77,233.44,5000.0,20000000000.0
2019-09-30,234.13,238.81,229.45,234.13,5000.0,20000000000.0
2019-10-01,234.83,239.52,230.13,234.83,5000.0,20000000000.0
2019-10-02,235.52,240.23,230.81,235.52,5000.0,20000000000.0
2019-10-03,236.22,240.94,231.49,236.22,5000.0,20000000000.0
2019-10-04,236.91,241.65,232.17,236.91,5000.0,20000000000.0
2019-10-07,237.61,242.36,232.85,237.61,5000.0,20000000000.0
2019-10-08,238.3,243.07,233.54,238.3,5000.0,20000000000.0
2019-10-09,239.0,243.78,234.22,239.0,5000.0,20000000000.0
2019-10-10,239.69,244.48,234.9,239.69,5000.0,20000000000.0
2019-10-11,240.39,245.19,235.58,240.39,5000.0,20000000000.0
2019-10-14,241.08,245.9,236.26,241.08,5000.0,20000000000.0
2019-10-15,241.78,246.61,236.94,241.78,5000.0,20000000000.0
2019-10-16,242.47,247.32,237.62,242.47,5000.0,20000000000.0
2019-10-17,243.17,248.03,238.3,243.17,5000.0,20000000000.0
2019-10-18,243.86,248.74,238.98,243.86,5000.0,20000000000.0
2019-10-21,244.56,249.45,239.66,244.56,5000.0,20000000000.0
2019-10-22,245.25,250.16,240.35,245.25,5000.0,20000000000.0
2019-10-23,245.95,250.86,241.03,245.95,5000.0,20000000000.0
2019-10-24,246.64,251.57,241.71,246.64,5000.0,20000000000.0
2019-10-25,247.34,252.28,242.39,247.34,5000.0,20000000000.0
2019-10-28,248.03,252.99,243.07,248.03,5000.0,20000000000.0
2019-10-29,248.73,253.7,243.75,248.73,5000.0,20000000000.0
2019-10-30,249.42,254.41,244.43,249.42,5000.0,20000000000.0
2019-10-31,250.12,255.12,245.11,250.12,5000.0,20000000000.0
2019-11-01,250.81,255.83,245.79,250.81,5000.0,20000000000.0
2019-11-04,251.51,256.54,246.48,251.51,5000.0,20000000000.0
2019-11-05,252.2,257.24,247.16,252.2,5000.0,20000000000.0
2019-11-06,252.9,257.95,247.84,252.9,5000.0,20000000000.0
2019-11-07,253.59,258.66,248.52,253.59,5000.0,20000000000.0
2019-11-08,254.29,259.37,249.2,254.29,5000.0,20000000000.0
2019-11-11,254.98,260.08,249.88,254.98,5000.0,20000000000.0
2019-11-12,255.68,260.79,250.56,255.68,5000.0,20000000000.0
2019-11-13,256.37,261.5,251.24,256.37,5000.0,20000000000.0
2019-11-14,257.07,262.21,251.92,257.07,5000.0,20000000000.0
2019-11-15,257.76,262.92,252.61,257.76,5000.0,20000000000.0
2019-11-18,258.46,263.62,253.29,258.46,5000.0,20000000000.0
2019-11-19,259.15,264.33,253.97,259.15,5000.0,20000000000.0
2019-11-20,259.85,265.04,254.65,259.85,5000.0,20000000000.0
2019-11-21,260.54,265.75,255.33,260.54,5000.0,20000000000.0
2019-11-22,261.24,266.46,256.01,261.24,5000.0,20000000000.0
2019-11-25,261.93,267.17,256.69,261.93,5000.0,20000000000.0
2019-11-26,262.63,267.88,257.37,262.63,5000.0,20000000000.0
2019-11-27,263.32,268.59,258.05,263.32,5000.0,20000000000.0
2019-11-28,264.02,269.3,258.74,264.02,5000.0,20000000000.0
2019-11-29,264.71,270.0,259.42,264.71,5000.0,20000000000.0
2019-12-02,265.41,270.71,260.1,265.41,5000.0,20000000000.0
2019-12-03,266.1,271.42,260.78,266.1,5000.0,20000000000.0
2019-12-04,266.8,272.13,261.46,266.8,5000.0,20000000000.0
2019-12-05,267.49,272.84,262.14,267.49,5000.0,20000000000.0
2019-12-06,268.19,273.55,262.82,268.19,5000.0,20000000000.0
2019-12-09,268.88,274.26,263.5,268.88,5000.0,20000000000.0
2019-12-10,269.58,274.97,264.18,269.58,5000.0,20000000000.0
2019-12-11,270.27,275.68,264.86,270.27,5000.0,20000000000.0
2019-12-12,270.97,276.38,265.55,270.97,5000.0,20000000000.0
2019-12-13,271.66,277.09,266.23,271.66,5000.0,20000000000.0
2019-12-16,272.36,277.8,266.91,272.36,5000.0,20000000000.0
2019-12-17,273.05,278.51,267.59,273.05,5000.0,20000000000.0
2019-12-18,273.75,279.22,268.27,273.75,5000.0,20000000000.0
2019-12-19,274.44,279.93,268.95,274.44,5000.0,20000000000.0
2019-12-20,275.14,280.64,269.63,275.14,5000.0,20000000000.0
2019-12-23,275.83,281.35,270.31,275.83,5000.0,20000000000.0
2019-12-24,276.53,282.06,270.99,276.53,5000.0,20000000000.0
2019-12-25,277.22,282.76,271.68,277.22,5000.0,20000000000.0
2019-12-26,277.92,283.47,272.36,277.92,5000.0,20000000000.0
2019-12-27,278.61,284.18,273.04,278.61,5000.0,20000000000.0
2019-12-30,279.31,284.89,273.72,279.31,5000.0,20000000000.0
2019-12-31,280.0,285.6,274.4,280.0,5000.0,20000000000.0
2020-01-01,277.0,282.54,271.46,277.0,2000.0,20000000000.0
2020-01-02,273.0,278.46,267.54,273.0,2000.0,20000000000.0
2020-01-03,277.0,282.54,271.46,277.0,2000.0,20000000000.0
2020-01-06,273.0,278.46,267.54,273.0,2000.0,20000000000.0
2020-01-07,277.0,282.54,271.46,277.0,2000.0,20000000000.0
2020-01-08,273.0,278.46,267.54,273.0,2000.0,20000000000.0
2020-01-09,277.0,282.54,271.46,277.0,2000.0,20000000000.0
2020-01-10,273.0,278.46,267.54,273.0,2000.0,20000000000.0
2020-01-13,277.0,282.54,271.46,277.0,2000.0,20000000000.0
2020-01-14,273.0,278.46,267.54,273.0,2000.0,20000000000.0
2020-01-15,277.0,282.54,271.46,277.0,2000.0,20000000000.0
2020-01-16,273.0,278.46,267.54,273.0,2000.0,20000000000.0
2020-01-17,277.0,282.54,271.46,277.0,2000.0,20000000000.0
2020-01-20,273.0,278.46,267.54,273.0,2000.0,20000000000.0
2020-01-21,277.0,282.54,271.46,277.0,2000.0,20000000000.0
2020-01-22,273.0,278.46,267.54,273.0,2000.0,20000000000.0
2020-01-23,277.0,282.54,271.46,277.0,2000.0,20000000000.0
2020-01-24,273.0,278.46,267.54,273.0,2000.0,20000000000.0
2020-01-27,277.0,282.54,271.46,277.0,2000.0,20000000000.0
2020-01-28,273.0,278.46,267.54,273.0,2000.0,20000000000.0
2020-01-29,277.0,282.54,271.46,277.0,800.0,20000000000.0
2020-01-30,273.0,278.46,267.54,273.0,800.0,20000000000.0
2020-01-31,277.0,282.54,271.46,277.0,800.0,20000000000.0
2020-02-03,273.0,278.46,267.54,273.0,800.0,20000000000.0
2020-02-04,277.0,282.54,271.46,277.0,800.0,20000000000.0
2020-02-05,273.0,278.46,267.54,273.0,800.0,20000000000.0
2020-02-06,277.0,282.54,271.46,277.0,800.0,20000000000.0
2020-02-07,273.0,278.46,267.54,273.0,800.0,20000000000.0
2020-02-10,277.0,282.54,271.46,277.0,800.0,20000000000.0
2020-02-11,273.0,278.46,267.54,273.0,800.0,20000000000.0
2020-02-12,285.0,290.7,279.3,285.0,6000.0,20000000000.0
2020-02-13,288.0,293.76,282.24,288.0,6000.0,20000000000.0
2020-02-14,289.86,295.65,284.06,289.86,6000.0,20000000000.0
2020-02-17,291.71,297.55,285.88,291.71,6000.0,20000000000.0
2020-02-18,293.57,299.44,287.7,293.57,6000.0,20000000000.0
2020-02-19,295.43,301.34,289.52,295.43,6000.0,20000000000.0
2020-02-20,297.29,303.23,291.34,297.29,6000.0,20000000000.0
2020-02-21,299.14,305.13,293.16,299.14,6000.0,20000000000.0
2020-02-24,301.0,307.02,294.98,301.0,6000.0,20000000000.0
2020-02-25,302.86,308.91,296.8,302.86,6000.0,20000000000.0
2020-02-26,304.71,310.81,298.62,304.71,6000.0,20000000000.0
2020-02-27,306.57,312.7,300.44,306.57,6000.0,20000000000.0
2020-02-28,308.43,314.6,302.26,308.43,6000.0,20000000000.0
2020-03-02,310.29,316.49,304.08,310.29,6000.0,20000000000.0
2020-03-03,312.14,318.39,305.9,312.14,6000.0,20000000000.0
2020-03-04,314.0,320.28,307.72,314.0,6000.0,20000000000.0
2020-03-05,315.86,322.17,309.54,315.86,6000.0,20000000000.0
2020-03-06,317.71,324.07,311.36,317.71,6000.0,20000000000.0
2020-03-09,319.57,325.96,313.18,319.57,6000.0,20000000000.0
2020-03-10,321.43,327.86,315.0,321.43,6000.0,20000000000.0
2020-03-11,323.29,329.75,316.82,323.29,6000.0,20000000000.0
2020-03-12,325.14,331.65,318.64,325.14,6000.0,20000000000.0
2020-03-13,327.0,333.54,320.46,327.0,6000.0,20000000000.0
2020-03-16,328.86,335.43,322.28,328.86,6000.0,20000000000.0
2020-03-17,330.71,337.33,324.1,330.71,6000.0,20000000000.0
2020-03-18,332.57,339.22,325.92,332.57,6000.0,20000000000.0
2020-03-19,334.43,341.12,327.74,334.43,6000.0,20000000000.0
2020-03-20,336.29,343.01,329.56,336.29,6000.0,20000000000.0
2020-03-23,338.14,344.91,331.38,338.14,6000.0,20000000000.0
2020-03-24,340.0,346.8,333.2,340.0,6000.0,20000000000.0
